1:  1 1 1 1
1191:  1 1 3 8
1192:  2 2 4 9 <
1193:  3 3 5 10 <
1194:  4 4 6 11
1195:  0 5 7 12 <
1196:  1 6 8 0
1197:  2 0 9 1
1198:  3 1 10 2
1199:  4 2 0 3
1200:  0 3 1 4 <
1201:  1 4 2 5
1202:  2 5 3 6 <
1203:  3 6 4 7
1204:  4 0 5 8
1205:  0 1 6 9
1206:  1 2 7 10
1207:  2 3 8 11
1208:  3 4 9 12
1209:  4 5 10 0
1210:  0 6 0 1
1211:  1 0 1 2
1212:  2 1 2 3
1213:  3 2 3 4 <
1214:  4 3 4 5
1215:  0 4 5 6 <
1216:  1 5 6 7
1217:  2 6 7 8
1218:  3 0 8 9 <
1219:  4 1 9 10
1220:  0 2 10 11
1221:  1 3 0 12
1222:  2 4 1 0 <
1223:  3 5 2 1
1224:  4 6 3 2
1225:  0 0 4 3 <
1226:  1 1 5 4
1227:  2 2 6 5 <
1228:  3 3 7 6 <
1229:  4 4 8 7
1230:  0 5 9 8
1231:  1 6 10 9
1232:  2 0 0 10 <
1233:  3 1 1 11
1234:  4 2 2 12
1235:  0 3 3 0 <
1236:  1 4 4 1
1237:  2 5 5 2
1238:  3 6 6 3
1239:  4 0 7 4
1240:  0 1 8 5
1241:  1 2 9 6
1242:  2 3 10 7 <
1243:  3 4 0 8 <
1244:  4 5 1 9
1245:  0 6 2 10
1246:  1 0 3 11
1247:  2 1 4 12
1248:  3 2 5 0 <
1249:  4 3 6 1
1250:  0 4 7 2
1251:  1 5 8 3
1252:  2 6 9 4
1253:  3 0 10 5 <
1254:  4 1 0 6
1255:  0 2 1 7 <
1256:  1 3 2 8
1257:  2 4 3 9 <
1258:  3 5 4 10 <
1259:  4 6 5 11
1260:  0 0 6 12 <
1261:  1 1 7 0
1262:  2 2 8 1 <
1263:  3 3 9 2
1264:  4 4 10 3
1265:  0 5 0 4 <
1266:  1 6 1 5
1267:  2 0 2 6
1268:  3 1 3 7
1269:  4 2 4 8
1270:  0 3 5 9 <
1271:  1 4 6 10
1272:  2 5 7 11
1273:  3 6 8 12
1274:  4 0 9 0
1275:  0 1 10 1
1276:  1 2 0 2
1277:  2 3 1 3 <
1278:  3 4 2 4
1279:  4 5 3 5
1280:  0 6 4 6
1281:  1 0 5 7
1282:  2 1 6 8
1283:  3 2 7 9 <
1284:  4 3 8 10
1285:  0 4 9 11
1286:  1 5 10 12
1287:  2 6 0 0
1288:  3 0 1 1 <
1289:  4 1 2 2
1290:  0 2 3 3 <
1291:  1 3 4 4
1292:  2 4 5 5 <
1293:  3 5 6 6 <
1294:  4 6 7 7
1295:  0 0 8 8 <
1296:  1 1 9 9
1297:  2 2 10 10 <
1298:  3 3 0 11
1299:  4 4 1 12
1300:  0 5 2 0
1301:  1 6 3 1
1302:  2 0 4 2
1303:  3 1 5 3
1304:  4 2 6 4
1305:  0 3 7 5 <
1306:  1 4 8 6
1307:  2 5 9 7
1308:  3 6 10 8
1309:  4 0 0 9
1310:  0 1 1 10
1311:  1 2 2 11
1312:  2 3 3 12 <
1313:  3 4 4 0 <
1314:  4 5 5 1
1315:  0 6 6 2
1316:  1 0 7 3
1317:  2 1 8 4
1318:  3 2 9 5
1319:  4 3 10 6
1320:  0 4 0 7 <
1321:  1 5 1 8
1322:  2 6 2 9
1323:  3 0 3 10 <
1324:  4 1 4 11
1325:  0 2 5 12 <
1326:  1 3 6 0
1327:  2 4 7 1 <
1328:  3 5 8 2
1329:  4 6 9 3
1330:  0 0 10 4 <
1331:  1 1 0 5
1332:  2 2 1 6 <
1333:  3 3 2 7
1334:  4 4 3 8
1335:  0 5 4 9 <
1336:  1 6 5 10
1337:  2 0 6 11
1338:  3 1 7 12
1339:  4 2 8 0
1340:  0 3 9 1
1341:  1 4 10 2
1342:  2 5 0 3 <
1343:  3 6 1 4
1344:  4 0 2 5
1345:  0 1 3 6
1346:  1 2 4 7
1347:  2 3 5 8 <
1348:  3 4 6 9 <
1349:  4 5 7 10
1350:  0 6 8 11
1351:  1 0 9 12
1352:  2 1 10 0
1353:  3 2 0 1 <
1354:  4 3 1 2
1355:  0 4 2 3
1356:  1 5 3 4
1357:  2 6 4 5
1358:  3 0 5 6 <
1359:  4 1 6 7
1360:  0 2 7 8 <
1361:  1 3 8 9
1362:  2 4 9 10
1363:  3 5 10 11
1364:  4 6 0 12
1365:  0 0 1 0 <
1366:  1 1 2 1
1367:  2 2 3 2
1368:  3 3 4 3 <
1369:  4 4 5 4
1370:  0 5 6 5 <
1371:  1 6 7 6
1372:  2 0 8 7 <
1373:  3 1 9 8
1374:  4 2 10 9
1375:  0 3 0 10 <
1376:  1 4 1 11
1377:  2 5 2 12
1378:  3 6 3 0
1379:  4 0 4 1
1380:  0 1 5 2
1381:  1 2 6 3
1382:  2 3 7 4 <
1383:  3 4 8 5 <
1384:  4 5 9 6
1385:  0 6 10 7
1386:  1 0 0 8
1387:  2 1 1 9
1388:  3 2 2 10
1389:  4 3 3 11
1390:  0 4 4 12 <
1391:  1 5 5 0
1392:  2 6 6 1
1393:  3 0 7 2
1394:  4 1 8 3
1395:  0 2 9 4
1396:  1 3 10 5
1397:  2 4 0 6 <
1398:  3 5 1 7 <
1399:  4 6 2 8
1400:  0 0 3 9 <
1401:  1 1 4 10
1402:  2 2 5 11
1403:  3 3 6 12 <
1404:  4 4 7 0
1405:  0 5 8 1 <
1406:  1 6 9 2
1407:  2 0 10 3 <
1408:  3 1 0 4
1409:  4 2 1 5
1410:  0 3 2 6
1411:  1 4 3 7
1412:  2 5 4 8 <
1413:  3 6 5 9
1414:  4 0 6 10
1415:  0 1 7 11
1416:  1 2 8 12
1417:  2 3 9 0
1418:  3 4 10 1 <
1419:  4 5 0 2
1420:  0 6 1 3
1421:  1 0 2 4
1422:  2 1 3 5
1423:  3 2 4 6 <
1424:  4 3 5 7
1425:  0 4 6 8 <
1426:  1 5 7 9
1427:  2 6 8 10
1428:  3 0 9 11
1429:  4 1 10 12
1430:  0 2 0 0 <
1431:  1 3 1 1
1432:  2 4 2 2
1433:  3 5 3 3 <
1434:  4 6 4 4
1435:  0 0 5 5 <
1436:  1 1 6 6
1437:  2 2 7 7 <
1438:  3 3 8 8 <
1439:  4 4 9 9
1440:  0 5 10 10 <
1441:  1 6 0 11
1442:  2 0 1 12 <
1443:  3 1 2 0
1444:  4 2 3 1
1445:  0 3 4 2
1446:  1 4 5 3
1447:  2 5 6 4 <
1448:  3 6 7 5
1449:  4 0 8 6
1450:  0 1 9 7
1451:  1 2 10 8
1452:  2 3 0 9 <
1453:  3 4 1 10 <
1454:  4 5 2 11
1455:  0 6 3 12
1456:  1 0 4 0
1457:  2 1 5 1
1458:  3 2 6 2
1459:  4 3 7 3
1460:  0 4 8 4 <
1461:  1 5 9 5
1462:  2 6 10 6
1463:  3 0 0 7 <
1464:  4 1 1 8
1465:  0 2 2 9
1466:  1 3 3 10
1467:  2 4 4 11
1468:  3 5 5 12 <
1469:  4 6 6 0
1470:  0 0 7 1 <
1471:  1 1 8 2
1472:  2 2 9 3
1473:  3 3 10 4 <
1474:  4 4 0 5
1475:  0 5 1 6 <
1476:  1 6 2 7
1477:  2 0 3 8 <
1478:  3 1 4 9
1479:  4 2 5 10
1480:  0 3 6 11
1481:  1 4 7 12
1482:  2 5 8 0 <
1483:  3 6 9 1
1484:  4 0 10 2
1485:  0 1 0 3
1486:  1 2 1 4
1487:  2 3 2 5
1488:  3 4 3 6 <
1489:  4 5 4 7
1490:  0 6 5 8
1491:  1 0 6 9
1492:  2 1 7 10
1493:  3 2 8 11
1494:  4 3 9 12
1495:  0 4 10 0 <
1496:  1 5 0 1
1497:  2 6 1 2
1498:  3 0 2 3
1499:  4 1 3 4
1500:  0 2 4 5 <
1501:  1 3 5 6
1502:  2 4 6 7 <
1503:  3 5 7 8 <
1504:  4 6 8 9
1505:  0 0 9 10
1506:  1 1 10 11
1507:  2 2 0 12 <
1508:  3 3 1 0 <
1509:  4 4 2 1
1510:  0 5 3 2
1511:  1 6 4 3
1512:  2 0 5 4 <
1513:  3 1 6 5
1514:  4 2 7 6
1515:  0 3 8 7 <
1516:  1 4 9 8
1517:  2 5 10 9 <
1518:  3 6 0 10
1519:  4 0 1 11
1520:  0 1 2 12
1521:  1 2 3 0
1522:  2 3 4 1 <
1523:  3 4 5 2
1524:  4 5 6 3
1525:  0 6 7 4
1526:  1 0 8 5
1527:  2 1 9 6
1528:  3 2 10 7 <
1529:  4 3 0 8
1530:  0 4 1 9 <
1531:  1 5 2 10
1532:  2 6 3 11
1533:  3 0 4 12 <
1534:  4 1 5 0
1535:  0 2 6 1 <
1536:  1 3 7 2
1537:  2 4 8 3 <
1538:  3 5 9 4
1539:  4 6 10 5
1540:  0 0 0 6 <
1541:  1 1 1 7
1542:  2 2 2 8
1543:  3 3 3 9 <
1544:  4 4 4 10
1545:  0 5 5 11
1546:  1 6 6 12
1547:  2 0 7 0 <
1548:  3 1 8 1
1549:  4 2 9 2
1550:  0 3 10 3 <
1551:  1 4 0 4
1552:  2 5 1 5 <
1553:  3 6 2 6
1554:  4 0 3 7
1555:  0 1 4 8
1556:  1 2 5 9
1557:  2 3 6 10 <
1558:  3 4 7 11
1559:  4 5 8 12
1560:  0 6 9 0
1561:  1 0 10 1
1562:  2 1 0 2
1563:  3 2 1 3 <
1564:  4 3 2 4
1565:  0 4 3 5 <
1566:  1 5 4 6
1567:  2 6 5 7
1568:  3 0 6 8 <
1569:  4 1 7 9
1570:  0 2 8 10 <
1571:  1 3 9 11
1572:  2 4 10 12 <
1573:  3 5 0 0 <
1574:  4 6 1 1
1575:  0 0 2 2
1576:  1 1 3 3
1577:  2 2 4 4 <
1578:  3 3 5 5 <
1579:  4 4 6 6
1580:  0 5 7 7 <
1581:  1 6 8 8
1582:  2 0 9 9
1583:  3 1 10 10
1584:  4 2 0 11
1585:  0 3 1 12 <
1586:  1 4 2 0
1587:  2 5 3 1 <
1588:  3 6 4 2
1589:  4 0 5 3
1590:  0 1 6 4
1591:  1 2 7 5
1592:  2 3 8 6 <
1593:  3 4 9 7
1594:  4 5 10 8
1595:  0 6 0 9
1596:  1 0 1 10
1597:  2 1 2 11
1598:  3 2 3 12 <
1599:  4 3 4 0
1600:  0 4 5 1 <
1601:  1 5 6 2
1602:  2 6 7 3
1603:  3 0 8 4 <
1604:  4 1 9 5
1605:  0 2 10 6 <
1606:  1 3 0 7
1607:  2 4 1 8 <
1608:  3 5 2 9
1609:  4 6 3 10
1610:  0 0 4 11
1611:  1 1 5 12
1612:  2 2 6 0 <
1613:  3 3 7 1 <
1614:  4 4 8 2
1615:  0 5 9 3
1616:  1 6 10 4
1617:  2 0 0 5 <
1618:  3 1 1 6
1619:  4 2 2 7
1620:  0 3 3 8 <
1621:  1 4 4 9
1622:  2 5 5 10 <
1623:  3 6 6 11
1624:  4 0 7 12
1625:  0 1 8 0
1626:  1 2 9 1
1627:  2 3 10 2
1628:  3 4 0 3 <
1629:  4 5 1 4
1630:  0 6 2 5
1631:  1 0 3 6
1632:  2 1 4 7
1633:  3 2 5 8 <
1634:  4 3 6 9
1635:  0 4 7 10 <
1636:  1 5 8 11
1637:  2 6 9 12
1638:  3 0 10 0 <
1639:  4 1 0 1
1640:  0 2 1 2
1641:  1 3 2 3
1642:  2 4 3 4 <
1643:  3 5 4 5 <
1644:  4 6 5 6
1645:  0 0 6 7 <
1646:  1 1 7 8
1647:  2 2 8 9 <
1648:  3 3 9 10
1649:  4 4 10 11
1650:  0 5 0 12 <
1651:  1 6 1 0
1652:  2 0 2 1
1653:  3 1 3 2
1654:  4 2 4 3
1655:  0 3 5 4 <
1656:  1 4 6 5
1657:  2 5 7 6 <
1658:  3 6 8 7
1659:  4 0 9 8
1660:  0 1 10 9
1661:  1 2 0 10
1662:  2 3 1 11
1663:  3 4 2 12
1664:  4 5 3 0
1665:  0 6 4 1
1666:  1 0 5 2
1667:  2 1 6 3
1668:  3 2 7 4 <
1669:  4 3 8 5
1670:  0 4 9 6
1671:  1 5 10 7
1672:  2 6 0 8
1673:  3 0 1 9 <
1674:  4 1 2 10
1675:  0 2 3 11
1676:  1 3 4 12
1677:  2 4 5 0 <
1678:  3 5 6 1 <
1679:  4 6 7 2
1680:  0 0 8 3 <
1681:  1 1 9 4
1682:  2 2 10 5 <
1683:  3 3 0 6 <
1684:  4 4 1 7
1685:  0 5 2 8
1686:  1 6 3 9
1687:  2 0 4 10 <
1688:  3 1 5 11
1689:  4 2 6 12
1690:  0 3 7 0 <
1691:  1 4 8 1
1692:  2 5 9 2
1693:  3 6 10 3
1694:  4 0 0 4
1695:  0 1 1 5
1696:  1 2 2 6
1697:  2 3 3 7 <
1698:  3 4 4 8 <
1699:  4 5 5 9
1700:  0 6 6 10
1701:  1 0 7 11
1702:  2 1 8 12
1703:  3 2 9 0
1704:  4 3 10 1
1705:  0 4 0 2
1706:  1 5 1 3
1707:  2 6 2 4
1708:  3 0 3 5 <
1709:  4 1 4 6
1710:  0 2 5 7 <
1711:  1 3 6 8
1712:  2 4 7 9 <
1713:  3 5 8 10 <
1714:  4 6 9 11
1715:  0 0 10 12 <
1716:  1 1 0 0
1717:  2 2 1 1 <
1718:  3 3 2 2
1719:  4 4 3 3
1720:  0 5 4 4 <
1721:  1 6 5 5
1722:  2 0 6 6 <
1723:  3 1 7 7
1724:  4 2 8 8
1725:  0 3 9 9
1726:  1 4 10 10
1727:  2 5 0 11
1728:  3 6 1 12
1729:  4 0 2 0
1730:  0 1 3 1
1731:  1 2 4 2
1732:  2 3 5 3 <
1733:  3 4 6 4 <
1734:  4 5 7 5
1735:  0 6 8 6
1736:  1 0 9 7
1737:  2 1 10 8
1738:  3 2 0 9 <
1739:  4 3 1 10
1740:  0 4 2 11
1741:  1 5 3 12
1742:  2 6 4 0
1743:  3 0 5 1 <
1744:  4 1 6 2
1745:  0 2 7 3 <
1746:  1 3 8 4
1747:  2 4 9 5
1748:  3 5 10 6 <
1749:  4 6 0 7
1750:  0 0 1 8 <
1751:  1 1 2 9
1752:  2 2 3 10 <
1753:  3 3 4 11
1754:  4 4 5 12
1755:  0 5 6 0 <
1756:  1 6 7 1
1757:  2 0 8 2
1758:  3 1 9 3
1759:  4 2 10 4
1760:  0 3 0 5 <
1761:  1 4 1 6
1762:  2 5 2 7
1763:  3 6 3 8
1764:  4 0 4 9
1765:  0 1 5 10
1766:  1 2 6 11
1767:  2 3 7 12 <
1768:  3 4 8 0 <
1769:  4 5 9 1
1770:  0 6 10 2
1771:  1 0 0 3
1772:  2 1 1 4
1773:  3 2 2 5
1774:  4 3 3 6
1775:  0 4 4 7 <
1776:  1 5 5 8
1777:  2 6 6 9
1778:  3 0 7 10 <
1779:  4 1 8 11
1780:  0 2 9 12
1781:  1 3 10 0
1782:  2 4 0 1 <
1783:  3 5 1 2
1784:  4 6 2 3
1785:  0 0 3 4 <
1786:  1 1 4 5
1787:  2 2 5 6 <
1788:  3 3 6 7 <
1789:  4 4 7 8
1790:  0 5 8 9 <
1791:  1 6 9 10
1792:  2 0 10 11
1793:  3 1 0 12
1794:  4 2 1 0
1795:  0 3 2 1
1796:  1 4 3 2
1797:  2 5 4 3 <
1798:  3 6 5 4
1799:  4 0 6 5
1800:  0 1 7 6
1801:  1 2 8 7
1802:  2 3 9 8
1803:  3 4 10 9 <
1804:  4 5 0 10
1805:  0 6 1 11
1806:  1 0 2 12
1807:  2 1 3 0
1808:  3 2 4 1 <
1809:  4 3 5 2
1810:  0 4 6 3 <
1811:  1 5 7 4
1812:  2 6 8 5
1813:  3 0 9 6
1814:  4 1 10 7
1815:  0 2 0 8 <
1816:  1 3 1 9
1817:  2 4 2 10
1818:  3 5 3 11
1819:  4 6 4 12
1820:  0 0 5 0 <
1821:  1 1 6 1
1822:  2 2 7 2
1823:  3 3 8 3 <
1824:  4 4 9 4
1825:  0 5 10 5 <
1826:  1 6 0 6
1827:  2 0 1 7 <
1828:  3 1 2 8
1829:  4 2 3 9
1830:  0 3 4 10 <
1831:  1 4 5 11
1832:  2 5 6 12 <
1833:  3 6 7 0
1834:  4 0 8 1
1835:  0 1 9 2
1836:  1 2 10 3
1837:  2 3 0 4 <
1838:  3 4 1 5 <
1839:  4 5 2 6
1840:  0 6 3 7
1841:  1 0 4 8
1842:  2 1 5 9
1843:  3 2 6 10 <
1844:  4 3 7 11
1845:  0 4 8 12 <
1846:  1 5 9 0
1847:  2 6 10 1
1848:  3 0 0 2
1849:  4 1 1 3
1850:  0 2 2 4
1851:  1 3 3 5
1852:  2 4 4 6 <
1853:  3 5 5 7 <
1854:  4 6 6 8
1855:  0 0 7 9 <
1856:  1 1 8 10
1857:  2 2 9 11
1858:  3 3 10 12 <
1859:  4 4 0 0
1860:  0 5 1 1 <
1861:  1 6 2 2
1862:  2 0 3 3 <
1863:  3 1 4 4
1864:  4 2 5 5
1865:  0 3 6 6 <
1866:  1 4 7 7
1867:  2 5 8 8 <
1868:  3 6 9 9
1869:  4 0 10 10
1870:  0 1 0 11
1871:  1 2 1 12
1872:  2 3 2 0
1873:  3 4 3 1 <
1874:  4 5 4 2
1875:  0 6 5 3
1876:  1 0 6 4
1877:  2 1 7 5
1878:  3 2 8 6 <
1879:  4 3 9 7
1880:  0 4 10 8 <
1881:  1 5 0 9
1882:  2 6 1 10
1883:  3 0 2 11
1884:  4 1 3 12
1885:  0 2 4 0 <
1886:  1 3 5 1
1887:  2 4 6 2
1888:  3 5 7 3 <
1889:  4 6 8 4
1890:  0 0 9 5
1891:  1 1 10 6
1892:  2 2 0 7 <
1893:  3 3 1 8 <
1894:  4 4 2 9
1895:  0 5 3 10 <
1896:  1 6 4 11
1897:  2 0 5 12 <
1898:  3 1 6 0
1899:  4 2 7 1
1900:  0 3 8 2
1901:  1 4 9 3
1902:  2 5 10 4 <
1903:  3 6 0 5
1904:  4 0 1 6
1905:  0 1 2 7
1906:  1 2 3 8
1907:  2 3 4 9 <
1908:  3 4 5 10 <
1909:  4 5 6 11
1910:  0 6 7 12
1911:  1 0 8 0
1912:  2 1 9 1
1913:  3 2 10 2
1914:  4 3 0 3
1915:  0 4 1 4 <
1916:  1 5 2 5
1917:  2 6 3 6
1918:  3 0 4 7 <
1919:  4 1 5 8
1920:  0 2 6 9 <
1921:  1 3 7 10
1922:  2 4 8 11
1923:  3 5 9 12
1924:  4 6 10 0
1925:  0 0 0 1 <
1926:  1 1 1 2
1927:  2 2 2 3
1928:  3 3 3 4 <
1929:  4 4 4 5
1930:  0 5 5 6 <
1931:  1 6 6 7
1932:  2 0 7 8 <
1933:  3 1 8 9
1934:  4 2 9 10
1935:  0 3 10 11
1936:  1 4 0 12
1937:  2 5 1 0 <
1938:  3 6 2 1
1939:  4 0 3 2
1940:  0 1 4 3
1941:  1 2 5 4
1942:  2 3 6 5 <
1943:  3 4 7 6 <
1944:  4 5 8 7
1945:  0 6 9 8
1946:  1 0 10 9
1947:  2 1 0 10
1948:  3 2 1 11
1949:  4 3 2 12
1950:  0 4 3 0 <
1951:  1 5 4 1
1952:  2 6 5 2
1953:  3 0 6 3 <
1954:  4 1 7 4
1955:  0 2 8 5 <
1956:  1 3 9 6
1957:  2 4 10 7 <
1958:  3 5 0 8 <
1959:  4 6 1 9
1960:  0 0 2 10
1961:  1 1 3 11
1962:  2 2 4 12 <
1963:  3 3 5 0 <
1964:  4 4 6 1
1965:  0 5 7 2
1966:  1 6 8 3
1967:  2 0 9 4
1968:  3 1 10 5
1969:  4 2 0 6
1970:  0 3 1 7 <
1971:  1 4 2 8
1972:  2 5 3 9 <
1973:  3 6 4 10
1974:  4 0 5 11
1975:  0 1 6 12
1976:  1 2 7 0
1977:  2 3 8 1 <
1978:  3 4 9 2
1979:  4 5 10 3
1980:  0 6 0 4
1981:  1 0 1 5
1982:  2 1 2 6
1983:  3 2 3 7 <
1984:  4 3 4 8
1985:  0 4 5 9 <
1986:  1 5 6 10
1987:  2 6 7 11
1988:  3 0 8 12 <
1989:  4 1 9 0
1990:  0 2 10 1 <
1991:  1 3 0 2
1992:  2 4 1 3 <
1993:  3 5 2 4
1994:  4 6 3 5
1995:  0 0 4 6 <
1996:  1 1 5 7
1997:  2 2 6 8 <
1998:  3 3 7 9 <
1999:  4 4 8 10
2000:  0 5 9 11
2001:  1 6 10 12
2002:  2 0 0 0 <
2003:  3 1 1 1
2004:  4 2 2 2
2005:  0 3 3 3 <
2006:  1 4 4 4
2007:  2 5 5 5 <
2008:  3 6 6 6
2009:  4 0 7 7
2010:  0 1 8 8
2011:  1 2 9 9
2012:  2 3 10 10 <
2013:  3 4 0 11
2014:  4 5 1 12
2015:  0 6 2 0
2016:  1 0 3 1
2017:  2 1 4 2
2018:  3 2 5 3 <
2019:  4 3 6 4
2020:  0 4 7 5 <
2021:  1 5 8 6
2022:  2 6 9 7
2023:  3 0 10 8 <
2024:  4 1 0 9
2025:  0 2 1 10 <
2026:  1 3 2 11
2027:  2 4 3 12 <
2028:  3 5 4 0 <
2029:  4 6 5 1
2030:  0 0 6 2
2031:  1 1 7 3
2032:  2 2 8 4 <
2033:  3 3 9 5
2034:  4 4 10 6
2035:  0 5 0 7 <
2036:  1 6 1 8
2037:  2 0 2 9
2038:  3 1 3 10
2039:  4 2 4 11
2040:  0 3 5 12 <
2041:  1 4 6 0
2042:  2 5 7 1 <
2043:  3 6 8 2
2044:  4 0 9 3
2045:  0 1 10 4
2046:  1 2 0 5
2047:  2 3 1 6 <
2048:  3 4 2 7
2049:  4 5 3 8
2050:  0 6 4 9
2051:  1 0 5 10
2052:  2 1 6 11
2053:  3 2 7 12 <
2054:  4 3 8 0
2055:  0 4 9 1
2056:  1 5 10 2
2057:  2 6 0 3
2058:  3 0 1 4 <
2059:  4 1 2 5
2060:  0 2 3 6 <
2061:  1 3 4 7
2062:  2 4 5 8 <
2063:  3 5 6 9 <
2064:  4 6 7 10
2065:  0 0 8 11
2066:  1 1 9 12
2067:  2 2 10 0 <
2068:  3 3 0 1 <
2069:  4 4 1 2
2070:  0 5 2 3
2071:  1 6 3 4
2072:  2 0 4 5 <
2073:  3 1 5 6
2074:  4 2 6 7
2075:  0 3 7 8 <
2076:  1 4 8 9
2077:  2 5 9 10
2078:  3 6 10 11
2079:  4 0 0 12
2080:  0 1 1 0
2081:  1 2 2 1
2082:  2 3 3 2
2083:  3 4 4 3 <
2084:  4 5 5 4
2085:  0 6 6 5
2086:  1 0 7 6
2087:  2 1 8 7
2088:  3 2 9 8
2089:  4 3 10 9
2090:  0 4 0 10 <
2091:  1 5 1 11
2092:  2 6 2 12
2093:  3 0 3 0 <
2094:  4 1 4 1
2095:  0 2 5 2
2096:  1 3 6 3
2097:  2 4 7 4 <
2098:  3 5 8 5 <
2099:  4 6 9 6
2100:  0 0 10 7 <
2101:  1 1 0 8
2102:  2 2 1 9 <
2103:  3 3 2 10
2104:  4 4 3 11
2105:  0 5 4 12 <
2106:  1 6 5 0
2107:  2 0 6 1 <
2108:  3 1 7 2
2109:  4 2 8 3
2110:  0 3 9 4
2111:  1 4 10 5
2112:  2 5 0 6 <
2113:  3 6 1 7
2114:  4 0 2 8
2115:  0 1 3 9
2116:  1 2 4 10
2117:  2 3 5 11
2118:  3 4 6 12 <
2119:  4 5 7 0
2120:  0 6 8 1
2121:  1 0 9 2
2122:  2 1 10 3
2123:  3 2 0 4 <
2124:  4 3 1 5
2125:  0 4 2 6
2126:  1 5 3 7
2127:  2 6 4 8
2128:  3 0 5 9 <
2129:  4 1 6 10
2130:  0 2 7 11
2131:  1 3 8 12
2132:  2 4 9 0
2133:  3 5 10 1 <
2134:  4 6 0 2
2135:  0 0 1 3 <
2136:  1 1 2 4
2137:  2 2 3 5 <
2138:  3 3 4 6 <
2139:  4 4 5 7
2140:  0 5 6 8 <
2141:  1 6 7 9
2142:  2 0 8 10 <
2143:  3 1 9 11
2144:  4 2 10 12
2145:  0 3 0 0 <
2146:  1 4 1 1
2147:  2 5 2 2
2148:  3 6 3 3
2149:  4 0 4 4
2150:  0 1 5 5
2151:  1 2 6 6
2152:  2 3 7 7 <
2153:  3 4 8 8 <
2154:  4 5 9 9
2155:  0 6 10 10
2156:  1 0 0 11
2157:  2 1 1 12
2158:  3 2 2 0
2159:  4 3 3 1
2160:  0 4 4 2
2161:  1 5 5 3
2162:  2 6 6 4
2163:  3 0 7 5 <
2164:  4 1 8 6
2165:  0 2 9 7
2166:  1 3 10 8
2167:  2 4 0 9 <
2168:  3 5 1 10 <
2169:  4 6 2 11
2170:  0 0 3 12 <
2171:  1 1 4 0
2172:  2 2 5 1 <
2173:  3 3 6 2
2174:  4 4 7 3
2175:  0 5 8 4 <
2176:  1 6 9 5
2177:  2 0 10 6 <
2178:  3 1 0 7
2179:  4 2 1 8
2180:  0 3 2 9
2181:  1 4 3 10
2182:  2 5 4 11
2183:  3 6 5 12
2184:  4 0 6 0
2185:  0 1 7 1
2186:  1 2 8 2
2187:  2 3 9 3
2188:  3 4 10 4 <
2189:  4 5 0 5
2190:  0 6 1 6
2191:  1 0 2 7
2192:  2 1 3 8
2193:  3 2 4 9 <
2194:  4 3 5 10
2195:  0 4 6 11
2196:  1 5 7 12
2197:  2 6 8 0
2198:  3 0 9 1
2199:  4 1 10 2
2200:  0 2 0 3 <
2201:  1 3 1 4
2202:  2 4 2 5
2203:  3 5 3 6 <
2204:  4 6 4 7
2205:  0 0 5 8 <
2206:  1 1 6 9
2207:  2 2 7 10 <
2208:  3 3 8 11
2209:  4 4 9 12
2210:  0 5 10 0 <
2211:  1 6 0 1
2212:  2 0 1 2
2213:  3 1 2 3
2214:  4 2 3 4
2215:  0 3 4 5 <
2216:  1 4 5 6
2217:  2 5 6 7 <
2218:  3 6 7 8
2219:  4 0 8 9
2220:  0 1 9 10
2221:  1 2 10 11
2222:  2 3 0 12 <
2223:  3 4 1 0 <
2224:  4 5 2 1
2225:  0 6 3 2
2226:  1 0 4 3
2227:  2 1 5 4
2228:  3 2 6 5 <
2229:  4 3 7 6
2230:  0 4 8 7 <
2231:  1 5 9 8
2232:  2 6 10 9
2233:  3 0 0 10 <
2234:  4 1 1 11
2235:  0 2 2 12
2236:  1 3 3 0
2237:  2 4 4 1 <
2238:  3 5 5 2
2239:  4 6 6 3
2240:  0 0 7 4 <
2241:  1 1 8 5
2242:  2 2 9 6
2243:  3 3 10 7 <
2244:  4 4 0 8
2245:  0 5 1 9 <
2246:  1 6 2 10
2247:  2 0 3 11
2248:  3 1 4 12
2249:  4 2 5 0
2250:  0 3 6 1 <
2251:  1 4 7 2
2252:  2 5 8 3 <
2253:  3 6 9 4
2254:  4 0 10 5
2255:  0 1 0 6
2256:  1 2 1 7
2257:  2 3 2 8
2258:  3 4 3 9 <
2259:  4 5 4 10
2260:  0 6 5 11
2261:  1 0 6 12
2262:  2 1 7 0
2263:  3 2 8 1 <
2264:  4 3 9 2
2265:  0 4 10 3 <
2266:  1 5 0 4
2267:  2 6 1 5
2268:  3 0 2 6
2269:  4 1 3 7
2270:  0 2 4 8 <
2271:  1 3 5 9
2272:  2 4 6 10 <
2273:  3 5 7 11
2274:  4 6 8 12
2275:  0 0 9 0
2276:  1 1 10 1
2277:  2 2 0 2
2278:  3 3 1 3 <
2279:  4 4 2 4
2280:  0 5 3 5 <
2281:  1 6 4 6
2282:  2 0 5 7 <
2283:  3 1 6 8
2284:  4 2 7 9
2285:  0 3 8 10 <
2286:  1 4 9 11
2287:  2 5 10 12 <
2288:  3 6 0 0
2289:  4 0 1 1
2290:  0 1 2 2
2291:  1 2 3 3
2292:  2 3 4 4 <
2293:  3 4 5 5 <
2294:  4 5 6 6
2295:  0 6 7 7
2296:  1 0 8 8
2297:  2 1 9 9
2298:  3 2 10 10 <
2299:  4 3 0 11
2300:  0 4 1 12 <
2301:  1 5 2 0
